  
 ----------------
 Bad Element Info
 ----------------
  
 Element         5766
         0.99847482473639126       -1.8133333510004485E-002   0.0000000000000000     
          1.0131755537843301       -1.2289900606898828E-002   0.0000000000000000     
          1.0000000000000000        5.0000000000000001E-004   0.0000000000000000     
         0.99736192479940855       -8.2150726122218638E-003   0.0000000000000000     
 Problems:
       Maximum Angle      156.75658160603908     
  
 //////////////////////////////////////////////////
 Element         5768
          1.0130726550098115        1.1550217920893035E-002   0.0000000000000000     
         0.99743068553555214        1.5431381510476651E-002   0.0000000000000000     
         0.99796099909719083        7.4902080855192873E-004   0.0000000000000000     
          1.0000000000000000        5.0000000000000001E-004   0.0000000000000000     
 Problems:
       Condition          5.7630558361187916     
       Edge Ratio         8.3330246016901199     
  
 //////////////////////////////////////////////////
  
 ------------------------
 2D Mesh Quality Measures
 ------------------------
  
Signed Area     Aspect Ratio    Condition       Edge Ratio      Jacobian        Minimum Angle   Maximum Angle   Area Sign       
      1.0484E-03      1.0530E+00      1.0043E+00      1.0882E+00      1.0154E-03      8.6491E+01      9.2741E+01      1.0000E+00
      9.7931E-04      1.0368E+00      1.0025E+00      1.0533E+00      9.4699E-04      8.7149E+01      9.3620E+01      1.0000E+00
      1.0024E-03      1.0166E+00      1.0004E+00      1.0298E+00      9.9721E-04      8.9442E+01      9.0454E+01      1.0000E+00
      9.9190E-04      1.0133E+00      1.0003E+00      1.0231E+00      9.8699E-04      8.9544E+01      9.0537E+01      1.0000E+00
      9.8473E-04      1.0049E+00      1.0000E+00      1.0092E+00      9.8411E-04      8.9933E+01      9.0075E+01      1.0000E+00
      9.8584E-04      1.0053E+00      1.0001E+00      1.0103E+00      9.8518E-04      8.9913E+01      9.0069E+01      1.0000E+00
      9.8399E-04      1.0039E+00      1.0000E+00      1.0077E+00      9.8394E-04      8.9991E+01      9.0008E+01      1.0000E+00
      9.8372E-04      1.0040E+00      1.0000E+00      1.0082E+00      9.8358E-04      8.9970E+01      9.0034E+01      1.0000E+00
      9.8506E-04      1.0057E+00      1.0001E+00      1.0111E+00      9.8373E-04      8.9942E+01      9.0097E+01      1.0000E+00
      9.8277E-04      1.0052E+00      1.0001E+00      1.0104E+00      9.8121E-04      8.9911E+01      9.0180E+01      1.0000E+00
      9.8150E-04      1.0051E+00      1.0001E+00      1.0104E+00      9.8001E-04      8.9859E+01      9.0216E+01      1.0000E+00
      9.7446E-04      1.0075E+00      1.0002E+00      1.0167E+00      9.6819E-04      8.9398E+01      9.0869E+01      1.0000E+00
      9.7930E-04      1.0371E+00      1.0026E+00      1.0536E+00      9.4670E-04      8.7143E+01      9.3642E+01      1.0000E+00
      1.0486E-03      1.0536E+00      1.0043E+00      1.0889E+00      1.0157E-03      8.6497E+01      9.2766E+01      1.0000E+00
      9.9195E-04      1.0133E+00      1.0003E+00      1.0231E+00      9.8697E-04      8.9496E+01      9.0594E+01      1.0000E+00
      1.0026E-03      1.0165E+00      1.0004E+00      1.0295E+00      9.9759E-04      8.9407E+01      9.0510E+01      1.0000E+00
      1.0498E-03      1.0531E+00      1.0043E+00      1.0881E+00      1.0182E-03      8.6557E+01      9.2763E+01      1.0000E+00
      9.8738E-04      1.0346E+00      1.0023E+00      1.0519E+00      9.5506E-04      8.7407E+01      9.3555E+01      1.0000E+00
      1.0036E-03      1.0160E+00      1.0004E+00      1.0288E+00      9.9883E-04      8.9503E+01      9.0410E+01      1.0000E+00
      9.9839E-04      1.0105E+00      1.0002E+00      1.0181E+00      9.9487E-04      8.9705E+01      9.0262E+01      1.0000E+00
      9.8333E-04      1.0051E+00      1.0001E+00      1.0097E+00      9.8207E-04      8.9718E+01      9.0233E+01      1.0000E+00
      9.8633E-04      1.0050E+00      1.0001E+00      1.0096E+00      9.8522E-04      8.9759E+01      9.0286E+01      1.0000E+00
      9.7702E-04      1.0076E+00      1.0002E+00      1.0152E+00      9.7113E-04      8.9095E+01      9.0562E+01      1.0000E+00
      9.9027E-04      1.0046E+00      1.0002E+00      1.0104E+00      9.8515E-04      8.9296E+01      9.0922E+01      1.0000E+00
      9.8691E-04      1.0047E+00      1.0000E+00      1.0089E+00      9.8556E-04      8.9785E+01      9.0163E+01      1.0000E+00
      9.8648E-04      1.0031E+00      1.0000E+00      1.0064E+00      9.8491E-04      8.9812E+01      9.0268E+01      1.0000E+00
      9.8898E-04      1.0052E+00      1.0002E+00      1.0096E+00      9.8281E-04      8.8989E+01      9.0698E+01      1.0000E+00
      9.8153E-04      1.0019E+00      1.0000E+00      1.0037E+00      9.8043E-04      8.9635E+01      9.0428E+01      1.0000E+00
      9.8919E-04      1.1408E+00      1.0432E+00      1.2848E+00      8.6589E-04      7.5829E+01      1.0417E+02      1.0000E+00
      9.8880E-04      1.1410E+00      1.0432E+00      1.2848E+00      8.6555E-04      7.5803E+01      1.0420E+02      1.0000E+00
      4.0559E-04      1.7339E+00      1.6301E+00      2.3013E+00      2.0316E-04      5.0886E+01      1.3779E+02      1.0000E+00
      2.0250E-04      1.0870E+00      1.0268E+00      1.2089E+00      1.7464E-04      8.4506E+01      1.0197E+02      1.0000E+00
      3.1412E-04      1.4654E+00      1.3220E+00      1.9300E+00      2.0242E-04      5.3287E+01      1.2024E+02      1.0000E+00
      4.0561E-04      1.7332E+00      1.6298E+00      2.3015E+00      2.0316E-04      5.0908E+01      1.3777E+02      1.0000E+00
      3.1413E-04      1.4654E+00      1.3220E+00      1.9299E+00      2.0243E-04      5.3286E+01      1.2024E+02      1.0000E+00
      2.0249E-04      1.0870E+00      1.0268E+00      1.2087E+00      1.7457E-04      8.4506E+01      1.0199E+02      1.0000E+00
      9.8617E-04      1.1420E+00      1.0423E+00      1.2843E+00      8.6330E-04      7.5921E+01      1.0409E+02      1.0000E+00
      9.7213E-04      1.1517E+00      1.0483E+00      1.2932E+00      8.4352E-04      7.4998E+01      1.0545E+02      1.0000E+00
      4.0510E-04      1.7274E+00      1.6203E+00      2.2946E+00      2.0387E-04      5.1114E+01      1.3750E+02      1.0000E+00
      2.0249E-04      1.0867E+00      1.0267E+00      1.2080E+00      1.7463E-04      8.4502E+01      1.0198E+02      1.0000E+00
      3.1408E-04      1.4700E+00      1.3245E+00      1.9343E+00      2.0239E-04      5.3198E+01      1.2052E+02      1.0000E+00
      4.0351E-04      1.7090E+00      1.6098E+00      2.3054E+00      2.0392E-04      5.1660E+01      1.3679E+02      1.0000E+00
      3.1447E-04      1.4695E+00      1.3243E+00      1.9292E+00      2.0294E-04      5.3109E+01      1.2055E+02      1.0000E+00
      2.0298E-04      1.0900E+00      1.0278E+00      1.2096E+00      1.7209E-04      8.4877E+01      1.0265E+02      1.0000E+00
      2.4481E-04      1.0367E+00      1.0025E+00      1.0533E+00      2.3673E-04      8.7150E+01      9.3619E+01      1.0000E+00
      2.6206E-04      1.0528E+00      1.0042E+00      1.0879E+00      2.5382E-04      8.6494E+01      9.2739E+01      1.0000E+00
      2.4793E-04      1.0130E+00      1.0003E+00      1.0226E+00      2.4667E-04      8.9530E+01      9.0564E+01      1.0000E+00
      2.5051E-04      1.0162E+00      1.0004E+00      1.0292E+00      2.4926E-04      8.9438E+01      9.0467E+01      1.0000E+00
      2.6206E-04      1.0528E+00      1.0042E+00      1.0879E+00      2.5382E-04      8.6494E+01      9.2739E+01      1.0000E+00
      2.4481E-04      1.0367E+00      1.0025E+00      1.0533E+00      2.3673E-04      8.7151E+01      9.3619E+01      1.0000E+00
      2.5051E-04      1.0162E+00      1.0004E+00      1.0292E+00      2.4926E-04      8.9438E+01      9.0467E+01      1.0000E+00
      2.4793E-04      1.0130E+00      1.0003E+00      1.0226E+00      2.4667E-04      8.9531E+01      9.0564E+01      1.0000E+00
      2.4563E-04      1.0037E+00      1.0000E+00      1.0069E+00      2.4547E-04      8.9934E+01      9.0074E+01      1.0000E+00
      2.4595E-04      1.0042E+00      1.0000E+00      1.0079E+00      2.4579E-04      8.9926E+01      9.0066E+01      1.0000E+00
      2.4445E-04      1.0007E+00      1.0000E+00      1.0013E+00      2.4443E-04      8.9994E+01      9.0007E+01      1.0000E+00
      2.4448E-04      1.0007E+00      1.0000E+00      1.0014E+00      2.4446E-04      8.9993E+01      9.0006E+01      1.0000E+00
      2.4595E-04      1.0042E+00      1.0000E+00      1.0079E+00      2.4579E-04      8.9926E+01      9.0066E+01      1.0000E+00
      2.4563E-04      1.0037E+00      1.0000E+00      1.0069E+00      2.4547E-04      8.9934E+01      9.0074E+01      1.0000E+00
      2.4448E-04      1.0007E+00      1.0000E+00      1.0014E+00      2.4446E-04      8.9993E+01      9.0006E+01      1.0000E+00
      2.4445E-04      1.0007E+00      1.0000E+00      1.0013E+00      2.4443E-04      8.9994E+01      9.0007E+01      1.0000E+00
      2.4480E-04      1.0371E+00      1.0026E+00      1.0536E+00      2.3666E-04      8.7151E+01      9.3634E+01      1.0000E+00
      2.6212E-04      1.0535E+00      1.0043E+00      1.0887E+00      2.5389E-04      8.6505E+01      9.2757E+01      1.0000E+00
      2.4793E-04      1.0131E+00      1.0003E+00      1.0227E+00      2.4667E-04      8.9531E+01      9.0566E+01      1.0000E+00
      2.5054E-04      1.0164E+00      1.0004E+00      1.0293E+00      2.4928E-04      8.9436E+01      9.0474E+01      1.0000E+00
      2.6242E-04      1.0529E+00      1.0043E+00      1.0878E+00      2.5452E-04      8.6549E+01      9.2765E+01      1.0000E+00
      2.4705E-04      1.0340E+00      1.0023E+00      1.0503E+00      2.3899E-04      8.7356E+01      9.3584E+01      1.0000E+00
      2.5081E-04      1.0158E+00      1.0004E+00      1.0286E+00      2.4959E-04      8.9469E+01      9.0428E+01      1.0000E+00
      2.4963E-04      1.0102E+00      1.0002E+00      1.0177E+00      2.4863E-04      8.9644E+01      9.0284E+01      1.0000E+00
      2.4563E-04      1.0037E+00      1.0000E+00      1.0069E+00      2.4547E-04      8.9934E+01      9.0074E+01      1.0000E+00
      2.4597E-04      1.0042E+00      1.0000E+00      1.0079E+00      2.4580E-04      8.9922E+01      9.0068E+01      1.0000E+00
      2.4445E-04      1.0007E+00      1.0000E+00      1.0013E+00      2.4443E-04      8.9993E+01      9.0007E+01      1.0000E+00
      2.4448E-04      1.0007E+00      1.0000E+00      1.0014E+00      2.4447E-04      8.9991E+01      9.0007E+01      1.0000E+00
      2.4610E-04      1.0040E+00      1.0000E+00      1.0077E+00      2.4590E-04      8.9938E+01      9.0030E+01      1.0000E+00
      2.4630E-04      1.0025E+00      1.0000E+00      1.0059E+00      2.4584E-04      8.9869E+01      9.0189E+01      1.0000E+00
      2.4452E-04      1.0007E+00      1.0000E+00      1.0014E+00      2.4448E-04      8.9991E+01      9.0014E+01      1.0000E+00
      2.4459E-04      1.0004E+00      1.0000E+00      1.0012E+00      2.4447E-04      8.9936E+01      9.0071E+01      1.0000E+00
      9.2168E-04      1.1221E+00      1.0259E+00      1.2325E+00      7.9348E-04      8.1412E+01      1.0229E+02      1.0000E+00
      1.0712E-03      1.0425E+00      1.0088E+00      1.0818E+00      9.9713E-04      8.2412E+01      9.3931E+01      1.0000E+00
      9.3757E-04      1.1760E+00      1.1496E+00      1.3240E+00      6.7417E-04      7.4160E+01      1.1920E+02      1.0000E+00
      3.8711E-04      1.5881E+00      1.4204E+00      2.1029E+00      2.1348E-04      5.7033E+01      1.3126E+02      1.0000E+00
      2.0911E-04      1.1008E+00      1.0333E+00      1.2101E+00      1.7821E-04      8.4138E+01      1.0403E+02      1.0000E+00
      3.5712E-04      1.4728E+00      1.3337E+00      2.0362E+00      2.1776E-04      6.0067E+01      1.2471E+02      1.0000E+00
      9.8531E-04      1.0089E+00      1.0005E+00      1.0174E+00      9.7359E-04      8.8956E+01      9.1716E+01      1.0000E+00
      9.7639E-04      1.0063E+00      1.0002E+00      1.0146E+00      9.6980E-04      8.8796E+01      9.0944E+01      1.0000E+00
      9.6481E-04      1.1462E+00      1.0496E+00      1.2849E+00      8.3135E-04      7.5442E+01      1.0592E+02      1.0000E+00
      9.1260E-04      1.1225E+00      1.0243E+00      1.2297E+00      7.8191E-04      8.2207E+01      1.0207E+02      1.0000E+00
      2.5530E-04      1.0339E+00      1.0026E+00      1.0665E+00      2.4466E-04      8.7125E+01      9.3936E+01      1.0000E+00
      3.0989E-04      1.0793E+00      1.0132E+00      1.1480E+00      2.7756E-04      8.0992E+01      9.3705E+01      1.0000E+00
      2.5400E-04      1.0108E+00      1.0005E+00      1.0203E+00      2.5028E-04      8.8171E+01      9.1293E+01      1.0000E+00
      2.5606E-04      1.0530E+00      1.0055E+00      1.0782E+00      2.4269E-04      8.5856E+01      9.5743E+01      1.0000E+00
      3.5974E-04      1.6389E+00      1.5613E+00      2.2266E+00      1.9710E-04      5.1961E+01      1.3419E+02      1.0000E+00
      1.9924E-04      1.1114E+00      1.0271E+00      1.2321E+00      1.6059E-04      8.0771E+01      1.0311E+02      1.0000E+00
      3.0454E-04      1.4842E+00      1.3469E+00      1.9289E+00      1.9942E-04      5.2522E+01      1.2270E+02      1.0000E+00
      2.4686E-04      1.0049E+00      1.0001E+00      1.0091E+00      2.4557E-04      8.9306E+01      9.0773E+01      1.0000E+00
      2.4420E-04      1.0046E+00      1.0002E+00      1.0081E+00      2.4319E-04      8.8851E+01      9.1165E+01      1.0000E+00
      2.4466E-04      1.0005E+00      1.0000E+00      1.0014E+00      2.4447E-04      8.9803E+01      9.0178E+01      1.0000E+00
      2.4511E-04      1.0048E+00      1.0001E+00      1.0070E+00      2.4444E-04      8.9443E+01      9.0573E+01      1.0000E+00
      2.4652E-04      1.0346E+00      1.0031E+00      1.0516E+00      2.3972E-04      8.6536E+01      9.4189E+01      1.0000E+00
      2.6043E-04      1.0545E+00      1.0050E+00      1.0874E+00      2.5379E-04      8.6318E+01      9.3420E+01      1.0000E+00
      2.4727E-04      1.0139E+00      1.0004E+00      1.0214E+00      2.4547E-04      8.8958E+01      9.1109E+01      1.0000E+00
      2.5026E-04      1.0165E+00      1.0005E+00      1.0290E+00      2.4912E-04      8.9299E+01      9.0672E+01      1.0000E+00
      3.9717E-04      1.7026E+00      1.5937E+00      2.2923E+00      2.0033E-04      5.2243E+01      1.3655E+02      1.0000E+00
      3.0957E-04      1.4649E+00      1.3131E+00      1.9150E+00      2.0147E-04      5.3672E+01      1.2046E+02      1.0000E+00
      2.0180E-04      1.0895E+00      1.0290E+00      1.2076E+00      1.7078E-04      8.4625E+01      1.0299E+02      1.0000E+00
      3.8228E-04      1.5740E+00      1.4111E+00      2.0902E+00      2.1223E-04      5.7484E+01      1.3078E+02      1.0000E+00
      2.0728E-04      1.0972E+00      1.0312E+00      1.2047E+00      1.7666E-04      8.4440E+01      1.0364E+02      1.0000E+00
      3.4669E-04      1.4806E+00      1.3465E+00      2.0180E+00      2.1361E-04      5.8822E+01      1.2557E+02      1.0000E+00
      2.6107E-04      1.0530E+00      1.0041E+00      1.0865E+00      2.5381E-04      8.6923E+01      9.2600E+01      1.0000E+00
      2.4626E-04      1.0340E+00      1.0022E+00      1.0524E+00      2.3815E-04      8.7598E+01      9.3451E+01      1.0000E+00
      2.5053E-04      1.0159E+00      1.0004E+00      1.0284E+00      2.4947E-04      8.9573E+01      9.0383E+01      1.0000E+00
      2.4941E-04      1.0104E+00      1.0002E+00      1.0178E+00      2.4860E-04      8.9733E+01      9.0249E+01      1.0000E+00
      2.5380E-04      1.0380E+00      1.0029E+00      1.0677E+00      2.4272E-04      8.6909E+01      9.4297E+01      1.0000E+00
      3.0371E-04      1.0609E+00      1.0129E+00      1.1161E+00      2.7340E-04      8.0848E+01      9.3584E+01      1.0000E+00
      2.5360E-04      1.0079E+00      1.0005E+00      1.0176E+00      2.5009E-04      8.8164E+01      9.1162E+01      1.0000E+00
      2.5591E-04      1.0356E+00      1.0034E+00      1.0570E+00      2.4613E-04      8.6457E+01      9.4680E+01      1.0000E+00
      2.4418E-04      1.0001E+00      1.0000E+00      1.0002E+00      2.4418E-04      9.0000E+01      9.0000E+01      1.0000E+00
      2.4418E-04      1.0001E+00      1.0000E+00      1.0002E+00      2.4418E-04      9.0000E+01      9.0000E+01      1.0000E+00
      2.4414E-04      1.0000E+00      1.0000E+00      1.0000E+00      2.4414E-04      9.0000E+01      9.0000E+01      1.0000E+00
      2.4414E-04      1.0000E+00      1.0000E+00      1.0000E+00      2.4414E-04      9.0000E+01      9.0000E+01      1.0000E+00
      2.4418E-04      1.0001E+00      1.0000E+00      1.0002E+00      2.4418E-04      9.0000E+01      9.0000E+01      1.0000E+00
      2.4418E-04      1.0001E+00      1.0000E+00      1.0002E+00      2.4418E-04      9.0000E+01      9.0000E+01      1.0000E+00
      2.4414E-04      1.0000E+00      1.0000E+00      1.0000E+00      2.4414E-04      9.0000E+01      9.0000E+01      1.0000E+00
      2.4414E-04      1.0000E+00      1.0000E+00      1.0000E+00      2.4414E-04      9.0000E+01      9.0000E+01      1.0000E+00
      2.4414E-04      1.0000E+00      1.0000E+00      1.0000E+00      2.4414E-04      9.0000E+01      9.0000E+01      1.0000E+00
      2.4414E-04      1.0000E+00      1.0000E+00      1.0000E+00      2.4414E-04      9.0000E+01      9.0000E+01      1.0000E+00
      2.4415E-04      1.0000E+00      1.0000E+00      1.0001E+00      2.4415E-04      8.9999E+01      9.0001E+01      1.0000E+00
      2.4415E-04      1.0000E+00      1.0000E+00      1.0001E+00      2.4415E-04      8.9998E+01      9.0002E+01      1.0000E+00
      2.4414E-04      1.0000E+00      1.0000E+00      1.0000E+00      2.4414E-04      9.0000E+01      9.0000E+01      1.0000E+00
      2.4414E-04      1.0000E+00      1.0000E+00      1.0000E+00      2.4414E-04      9.0000E+01      9.0000E+01      1.0000E+00
      2.4415E-04      1.0000E+00      1.0000E+00      1.0001E+00      2.4414E-04      8.9997E+01      9.0004E+01      1.0000E+00
      2.4415E-04      1.0000E+00      1.0000E+00      1.0001E+00      2.4415E-04      8.9996E+01      9.0004E+01      1.0000E+00
      2.4418E-04      1.0001E+00      1.0000E+00      1.0002E+00      2.4418E-04      9.0000E+01      9.0000E+01      1.0000E+00
      2.4418E-04      1.0001E+00      1.0000E+00      1.0002E+00      2.4418E-04      9.0000E+01      9.0000E+01      1.0000E+00
      2.4414E-04      1.0000E+00      1.0000E+00      1.0000E+00      2.4414E-04      9.0000E+01      9.0000E+01      1.0000E+00
      2.4414E-04      1.0000E+00      1.0000E+00      1.0000E+00      2.4414E-04      9.0000E+01      9.0000E+01      1.0000E+00
      2.4418E-04      1.0001E+00      1.0000E+00      1.0002E+00      2.4418E-04      9.0000E+01      9.0000E+01      1.0000E+00
      2.4418E-04      1.0001E+00      1.0000E+00      1.0002E+00      2.4418E-04      9.0000E+01      9.0000E+01      1.0000E+00
      2.4414E-04      1.0000E+00      1.0000E+00      1.0000E+00      2.4414E-04      9.0000E+01      9.0000E+01      1.0000E+00
      2.4414E-04      1.0000E+00      1.0000E+00      1.0000E+00      2.4414E-04      9.0000E+01      9.0000E+01      1.0000E+00
      2.4414E-04      1.0000E+00      1.0000E+00      1.0000E+00      2.4414E-04      9.0000E+01      9.0000E+01      1.0000E+00
      2.4414E-04      1.0000E+00      1.0000E+00      1.0000E+00      2.4414E-04      9.0000E+01      9.0000E+01      1.0000E+00
      2.4415E-04      1.0000E+00      1.0000E+00      1.0000E+00      2.4415E-04      8.9996E+01      9.0004E+01      1.0000E+00
      2.4415E-04      1.0000E+00      1.0000E+00      1.0000E+00      2.4415E-04      8.9996E+01      9.0003E+01      1.0000E+00
      2.4414E-04      1.0000E+00      1.0000E+00      1.0000E+00      2.4414E-04      9.0000E+01      9.0000E+01      1.0000E+00
      2.4414E-04      1.0000E+00      1.0000E+00      1.0000E+00      2.4414E-04      9.0000E+01      9.0000E+01      1.0000E+00
      2.4415E-04      1.0000E+00      1.0000E+00      1.0000E+00      2.4414E-04      8.9997E+01      9.0002E+01      1.0000E+00
      2.4414E-04      1.0000E+00      1.0000E+00      1.0000E+00      2.4414E-04      8.9999E+01      9.0001E+01      1.0000E+00
      2.4425E-04      1.0003E+00      1.0000E+00      1.0006E+00      2.4424E-04      8.9996E+01      9.0006E+01      1.0000E+00
      2.4422E-04      1.0003E+00      1.0000E+00      1.0007E+00      2.4418E-04      8.9986E+01      9.0019E+01      1.0000E+00
      2.4464E-04      1.0012E+00      1.0000E+00      1.0025E+00      2.4460E-04      8.9987E+01      9.0019E+01      1.0000E+00
      2.4444E-04      1.0015E+00      1.0000E+00      1.0033E+00      2.4426E-04      8.9931E+01      9.0101E+01      1.0000E+00
      2.4418E-04      1.0003E+00      1.0000E+00      1.0007E+00      2.4414E-04      8.9970E+01      9.0034E+01      1.0000E+00
      2.4419E-04      1.0002E+00      1.0000E+00      1.0005E+00      2.4417E-04      8.9962E+01      9.0038E+01      1.0000E+00
      2.4417E-04      1.0016E+00      1.0000E+00      1.0038E+00      2.4387E-04      8.9823E+01      9.0205E+01      1.0000E+00
      2.4428E-04      1.0013E+00      1.0000E+00      1.0030E+00      2.4407E-04      8.9758E+01      9.0213E+01      1.0000E+00
      2.4558E-04      1.0034E+00      1.0000E+00      1.0069E+00      2.4553E-04      8.9977E+01      9.0032E+01      1.0000E+00
      2.4500E-04      1.0044E+00      1.0000E+00      1.0092E+00      2.4463E-04      8.9845E+01      9.0228E+01      1.0000E+00
      2.4715E-04      1.1410E+00      1.0433E+00      1.2848E+00      2.1633E-04      7.5804E+01      1.0420E+02      1.0000E+00
      2.4646E-04      1.1420E+00      1.0423E+00      1.2843E+00      2.1574E-04      7.5928E+01      1.0409E+02      1.0000E+00
      2.4310E-04      1.0071E+00      1.0002E+00      1.0163E+00      2.4140E-04      8.9335E+01      9.0951E+01      1.0000E+00
      2.4351E-04      1.0070E+00      1.0002E+00      1.0151E+00      2.4189E-04      8.8951E+01      9.0732E+01      1.0000E+00
      2.4261E-04      1.1526E+00      1.0489E+00      1.2939E+00      2.1033E-04      7.4919E+01      1.0557E+02      1.0000E+00
      2.2836E-04      1.1222E+00      1.0244E+00      1.2282E+00      1.9604E-04      8.2075E+01      1.0208E+02      1.0000E+00
      2.4423E-04      1.0001E+00      1.0000E+00      1.0003E+00      2.4422E-04      8.9961E+01      9.0038E+01      1.0000E+00
      2.4424E-04      1.0001E+00      1.0000E+00      1.0003E+00      2.4419E-04      8.9963E+01      9.0031E+01      1.0000E+00
      2.4473E-04      1.0008E+00      1.0000E+00      1.0018E+00      2.4457E-04      8.9777E+01      9.0243E+01      1.0000E+00
      2.4482E-04      1.0007E+00      1.0000E+00      1.0018E+00      2.4450E-04      8.9761E+01      9.0194E+01      1.0000E+00
      2.4420E-04      1.0001E+00      1.0000E+00      1.0002E+00      2.4416E-04      8.9977E+01      9.0016E+01      1.0000E+00
      2.4416E-04      1.0000E+00      1.0000E+00      1.0001E+00      2.4415E-04      8.9991E+01      9.0005E+01      1.0000E+00
      2.4451E-04      1.0005E+00      1.0000E+00      1.0010E+00      2.4428E-04      8.9864E+01      9.0090E+01      1.0000E+00
      2.4426E-04      1.0002E+00      1.0000E+00      1.0003E+00      2.4418E-04      8.9957E+01      9.0027E+01      1.0000E+00
      2.4709E-04      1.0043E+00      1.0002E+00      1.0091E+00      2.4575E-04      8.9208E+01      9.1059E+01      1.0000E+00
      2.4743E-04      1.0040E+00      1.0002E+00      1.0085E+00      2.4562E-04      8.8868E+01      9.0779E+01      1.0000E+00
      2.6608E-04      1.0381E+00      1.0092E+00      1.0740E+00      2.4935E-04      8.2258E+01      9.4369E+01      1.0000E+00
      2.5026E-04      1.0017E+00      1.0003E+00      1.0033E+00      2.4956E-04      8.8623E+01      9.1241E+01      1.0000E+00
      2.4544E-04      1.0013E+00      1.0000E+00      1.0028E+00      2.4481E-04      8.9562E+01      9.0298E+01      1.0000E+00
      2.4460E-04      1.0006E+00      1.0000E+00      1.0011E+00      2.4434E-04      8.9833E+01      9.0106E+01      1.0000E+00
      2.4794E-04      1.0039E+00      1.0002E+00      1.0075E+00      2.4613E-04      8.8733E+01      9.0850E+01      1.0000E+00
      2.4553E-04      1.0014E+00      1.0000E+00      1.0027E+00      2.4489E-04      8.9539E+01      9.0315E+01      1.0000E+00
      2.4418E-04      1.0001E+00      1.0000E+00      1.0002E+00      2.4418E-04      9.0000E+01      9.0000E+01      1.0000E+00
      2.4418E-04      1.0001E+00      1.0000E+00      1.0002E+00      2.4418E-04      9.0000E+01      9.0000E+01      1.0000E+00
      2.4414E-04      1.0000E+00      1.0000E+00      1.0000E+00      2.4414E-04      9.0000E+01      9.0000E+01      1.0000E+00
      2.4414E-04      1.0000E+00      1.0000E+00      1.0000E+00      2.4414E-04      9.0000E+01      9.0000E+01      1.0000E+00
      2.4418E-04      1.0001E+00      1.0000E+00      1.0002E+00      2.4418E-04      9.0000E+01      9.0000E+01      1.0000E+00
      2.4418E-04      1.0001E+00      1.0000E+00      1.0002E+00      2.4418E-04      9.0000E+01      9.0000E+01      1.0000E+00
      2.4414E-04      1.0000E+00      1.0000E+00      1.0000E+00      2.4414E-04      9.0000E+01      9.0000E+01      1.0000E+00
      2.4414E-04      1.0000E+00      1.0000E+00      1.0000E+00      2.4414E-04      9.0000E+01      9.0000E+01      1.0000E+00
      2.4414E-04      1.0000E+00      1.0000E+00      1.0000E+00      2.4414E-04      9.0000E+01      9.0000E+01      1.0000E+00
      2.4414E-04      1.0000E+00      1.0000E+00      1.0000E+00      2.4414E-04      9.0000E+01      9.0000E+01      1.0000E+00
      2.4414E-04      1.0000E+00      1.0000E+00      1.0000E+00      2.4414E-04      9.0000E+01      9.0000E+01      1.0000E+00
      2.4414E-04      1.0000E+00      1.0000E+00      1.0000E+00      2.4414E-04      9.0000E+01      9.0000E+01      1.0000E+00
      2.4414E-04      1.0000E+00      1.0000E+00      1.0000E+00      2.4414E-04      9.0000E+01      9.0000E+01      1.0000E+00
      2.4414E-04      1.0000E+00      1.0000E+00      1.0000E+00      2.4414E-04      9.0000E+01      9.0000E+01      1.0000E+00
      2.4414E-04      1.0000E+00      1.0000E+00      1.0000E+00      2.4414E-04      8.9999E+01      9.0001E+01      1.0000E+00
      2.4415E-04      1.0000E+00      1.0000E+00      1.0000E+00      2.4414E-04      8.9997E+01      9.0002E+01      1.0000E+00
      2.4418E-04      1.0001E+00      1.0000E+00      1.0002E+00      2.4418E-04      9.0000E+01      9.0000E+01      1.0000E+00
      2.4418E-04      1.0001E+00      1.0000E+00      1.0002E+00      2.4418E-04      9.0000E+01      9.0000E+01      1.0000E+00
      2.4414E-04      1.0000E+00      1.0000E+00      1.0000E+00      2.4414E-04      9.0000E+01      9.0000E+01      1.0000E+00
      2.4414E-04      1.0000E+00      1.0000E+00      1.0000E+00      2.4414E-04      9.0000E+01      9.0000E+01      1.0000E+00
      2.4418E-04      1.0001E+00      1.0000E+00      1.0002E+00      2.4418E-04      9.0000E+01      9.0000E+01      1.0000E+00
      2.4418E-04      1.0001E+00      1.0000E+00      1.0002E+00      2.4418E-04      9.0000E+01      9.0000E+01      1.0000E+00
      2.4414E-04      1.0000E+00      1.0000E+00      1.0000E+00      2.4414E-04      9.0000E+01      9.0000E+01      1.0000E+00
      2.4414E-04      1.0000E+00      1.0000E+00      1.0000E+00      2.4414E-04      9.0000E+01      9.0000E+01      1.0000E+00
      2.4414E-04      1.0000E+00      1.0000E+00      1.0000E+00      2.4414E-04      9.0000E+01      9.0000E+01      1.0000E+00
      2.4414E-04      1.0000E+00      1.0000E+00      1.0000E+00      2.4414E-04      9.0000E+01      9.0000E+01      1.0000E+00
      2.4415E-04      1.0000E+00      1.0000E+00      1.0000E+00      2.4415E-04      8.9996E+01      9.0003E+01      1.0000E+00
      2.4415E-04      1.0000E+00      1.0000E+00      1.0000E+00      2.4415E-04      8.9996E+01      9.0004E+01      1.0000E+00
